Name,Opponent,Win,Weight_Class,Title_Bout,Method,Round,Time,Time_format,Referee,Date,Location,Fighter_A_Totals_Fighter,Fighter_A_Totals_KD,Fighter_A_Totals_Sig_str,Fighter_A_Totals_Sig_str_Pct,Fighter_A_Totals_Total_str,Fighter_A_Totals_Td_Pct,Fighter_A_Totals_Sub_att,Fighter_A_Totals_Rev,Fighter_A_Totals_Ctrl,Fighter_A_Significant_Strikes_Fighter,Fighter_A_Significant_Strikes_Sig_str,Fighter_A_Significant_Strikes_Sig_str_Pct,Fighter_A_Significant_Strikes_Head,Fighter_A_Significant_Strikes_Body,Fighter_A_Significant_Strikes_Leg,Fighter_A_Significant_Strikes_Distance,Fighter_A_Significant_Strikes_Clinch,Fighter_A_Significant_Strikes_Ground,Fighter_B_Totals_Fighter,Fighter_B_Totals_KD,Fighter_B_Totals_Sig_str,Fighter_B_Totals_Sig_str_Pct,Fighter_B_Totals_Total_str,Fighter_B_Totals_Td_Pct,Fighter_B_Totals_Sub_att,Fighter_B_Totals_Rev,Fighter_B_Totals_Ctrl,Fighter_B_Significant_Strikes_Fighter,Fighter_B_Significant_Strikes_Sig_str,Fighter_B_Significant_Strikes_Sig_str_Pct,Fighter_B_Significant_Strikes_Head,Fighter_B_Significant_Strikes_Body,Fighter_B_Significant_Strikes_Leg,Fighter_B_Significant_Strikes_Distance,Fighter_B_Significant_Strikes_Clinch,Fighter_B_Significant_Strikes_Ground
Bojan Velickovic,Nicholas Musoke,1,Welterweight,0,KO/TKO,3,4:37,3_Rnd_(5-5-5),Kevin_Sataki,"Date:May 28, 2017","Location:Stockholm, Sweden",,,,,,,,,,,,,,,,,,,Bojan Velickovic,0.0,9 of 22,40%,42 of 55,0%,0.0,0.0,0:07,Bojan Velickovic,9 of 22,40%,5 of 16,1 of 1,3 of 5,9 of 21,0 of 1,0 of 0
Darren Till,Jessin Ayari,1,Welterweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Neil_Hall,"Date:May 28, 2017","Location:Stockholm, Sweden",Darren Till,0.0,6 of 22,27%,6 of 22,66%,0.0,0.0,0:21,Darren Till,6 of 22,27%,4 of 20,1 of 1,1 of 1,5 of 21,1 of 1,0 of 0,,,,,,,,,,,,,,,,,,
Jessin Ayari,Darren Till,0,Welterweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Neil_Hall,"Date:May 28, 2017","Location:Stockholm, Sweden",,,,,,,,,,,,,,,,,,,Jessin Ayari,0.0,8 of 34,23%,9 of 35,---,0.0,0.0,0:00,Jessin Ayari,8 of 34,23%,5 of 31,1 of 1,2 of 2,6 of 32,2 of 2,0 of 0
Marcin Held,Damir Hadzovic,0,Lightweight,0,KO/TKO,3,0:07,3_Rnd_(5-5-5),Bobby_Rehman,"Date:May 28, 2017","Location:Stockholm, Sweden",Marcin Held,0.0,22 of 53,41%,40 of 73,100%,0.0,0.0,3:03,Marcin Held,22 of 53,41%,22 of 53,0 of 0,0 of 0,11 of 38,6 of 8,5 of 7,,,,,,,,,,,,,,,,,,
Damir Hadzovic,Marcin Held,1,Lightweight,0,KO/TKO,3,0:07,3_Rnd_(5-5-5),Bobby_Rehman,"Date:May 28, 2017","Location:Stockholm, Sweden",,,,,,,,,,,,,,,,,,,Damir Hadzovic,0.0,10 of 24,41%,11 of 25,---,0.0,0.0,0:00,Damir Hadzovic,10 of 24,41%,9 of 23,1 of 1,0 of 0,10 of 24,0 of 0,0 of 0
Stipe Miocic,Junior Dos Santos,1,Heavyweight,1,KO/TKO,1,2:22,5_Rnd_(5-5-5-5-5),Herb_Dean,"Date:May 13, 2017","Location:Dallas, Texas, USA",Stipe Miocic,1.0,26 of 56,46%,26 of 56,---,0.0,0.0,0:05,Stipe Miocic,26 of 56,46%,23 of 50,0 of 2,3 of 4,15 of 39,3 of 4,8 of 13,,,,,,,,,,,,,,,,,,
Junior Dos Santos,Stipe Miocic,0,Heavyweight,1,KO/TKO,1,2:22,5_Rnd_(5-5-5-5-5),Herb_Dean,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Junior Dos Santos,0.0,12 of 18,66%,12 of 18,---,0.0,0.0,0:00,Junior Dos Santos,12 of 18,66%,4 of 9,3 of 4,5 of 5,12 of 18,0 of 0,0 of 0
Joanna Jedrzejczyk,Jessica Andrade,1,Women's Strawweight,1,Decision - Unanimous,5,5:00,5_Rnd_(5-5-5-5-5),Jacob_Montalvo,"Date:May 13, 2017","Location:Dallas, Texas, USA",Joanna Jedrzejczyk,0.0,46 of 60,76%,46 of 60,---,0.0,0.0,0:06,Joanna Jedrzejczyk,46 of 60,76%,13 of 27,12 of 12,21 of 21,33 of 45,13 of 15,0 of 0,,,,,,,,,,,,,,,,,,
Jessica Andrade,Joanna Jedrzejczyk,0,Women's Strawweight,1,Decision - Unanimous,5,5:00,5_Rnd_(5-5-5-5-5),Jacob_Montalvo,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Jessica Andrade,0.0,16 of 30,53%,20 of 34,33%,0.0,0.0,1:26,Jessica Andrade,16 of 30,53%,7 of 20,4 of 5,5 of 5,12 of 24,4 of 6,0 of 0
Demian Maia,Jorge Masvidal,1,Welterweight,0,Decision - Split,3,5:00,3_Rnd_(5-5-5),Kerry_Hatley,"Date:May 13, 2017","Location:Dallas, Texas, USA",Demian Maia,0.0,6 of 8,75%,35 of 43,60%,0.0,0.0,3:50,Demian Maia,6 of 8,75%,6 of 8,0 of 0,0 of 0,0 of 0,6 of 8,0 of 0,,,,,,,,,,,,,,,,,,
Jorge Masvidal,Demian Maia,0,Welterweight,0,Decision - Split,3,5:00,3_Rnd_(5-5-5),Kerry_Hatley,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Jorge Masvidal,0.0,19 of 29,65%,24 of 34,---,0.0,0.0,0:20,Jorge Masvidal,19 of 29,65%,15 of 24,4 of 5,0 of 0,0 of 1,3 of 3,16 of 25
Frankie Edgar,Yair Rodriguez,1,Featherweight,0,TKO - Doctor's Stoppage,2,5:00,3_Rnd_(5-5-5),Chris_Reed,"Date:May 13, 2017","Location:Dallas, Texas, USA",Frankie Edgar,0.0,40 of 57,70%,51 of 70,50%,0.0,0.0,4:03,Frankie Edgar,40 of 57,70%,39 of 56,1 of 1,0 of 0,2 of 11,0 of 0,38 of 46,,,,,,,,,,,,,,,,,,
Yair Rodriguez,Frankie Edgar,0,Featherweight,0,TKO - Doctor's Stoppage,2,5:00,3_Rnd_(5-5-5),Chris_Reed,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Yair Rodriguez,0.0,10 of 26,38%,16 of 33,---,0.0,0.0,0:00,Yair Rodriguez,10 of 26,38%,8 of 24,1 of 1,1 of 1,3 of 13,2 of 4,5 of 9
Krzysztof Jotko,David Branch,0,Middleweight,0,Decision - Split,3,5:00,3_Rnd_(5-5-5),Don_Turnage,"Date:May 13, 2017","Location:Dallas, Texas, USA",Krzysztof Jotko,0.0,5 of 11,45%,19 of 27,100%,0.0,0.0,0:27,Krzysztof Jotko,5 of 11,45%,2 of 6,3 of 5,0 of 0,0 of 4,5 of 6,0 of 1,,,,,,,,,,,,,,,,,,
David Branch,Krzysztof Jotko,1,Middleweight,0,Decision - Split,3,5:00,3_Rnd_(5-5-5),Don_Turnage,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,David Branch,0.0,15 of 32,46%,46 of 63,50%,0.0,0.0,3:24,David Branch,15 of 32,46%,5 of 18,5 of 8,5 of 6,3 of 13,7 of 12,5 of 7
Eddie Alvarez,Dustin Poirier,0,Lightweight,0,Could Not Continue,2,4:02,3_Rnd_(5-5-5),Herb_Dean,"Date:May 13, 2017","Location:Dallas, Texas, USA",Eddie Alvarez,0.0,17 of 55,30%,17 of 55,0%,0.0,0.0,0:00,Eddie Alvarez,17 of 55,30%,9 of 44,7 of 9,1 of 2,17 of 55,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Dustin Poirier,Eddie Alvarez,0,Lightweight,0,Could Not Continue,2,4:02,3_Rnd_(5-5-5),Herb_Dean,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Dustin Poirier,0.0,29 of 75,38%,29 of 75,---,0.0,0.0,0:00,Dustin Poirier,29 of 75,38%,19 of 62,5 of 8,5 of 5,28 of 74,1 of 1,0 of 0
Chas Skelly,Jason Knight,0,Featherweight,0,KO/TKO,3,0:39,3_Rnd_(5-5-5),Jacob_Montalvo,"Date:May 13, 2017","Location:Dallas, Texas, USA",Chas Skelly,0.0,7 of 24,29%,15 of 32,50%,0.0,0.0,2:29,Chas Skelly,7 of 24,29%,6 of 22,1 of 2,0 of 0,7 of 23,0 of 0,0 of 1,,,,,,,,,,,,,,,,,,
Jason Knight,Chas Skelly,1,Featherweight,0,KO/TKO,3,0:39,3_Rnd_(5-5-5),Jacob_Montalvo,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Jason Knight,0.0,15 of 27,55%,18 of 31,100%,3.0,2.0,0:43,Jason Knight,15 of 27,55%,10 of 22,0 of 0,5 of 5,10 of 22,3 of 3,2 of 2
Chase Sherman,Rashad Coulter,1,Heavyweight,0,KO/TKO,2,3:36,3_Rnd_(5-5-5),Jacob_Montalvo,"Date:May 13, 2017","Location:Dallas, Texas, USA",Chase Sherman,0.0,39 of 132,29%,39 of 132,---,0.0,0.0,0:00,Chase Sherman,39 of 132,29%,17 of 105,3 of 3,19 of 24,38 of 130,1 of 2,0 of 0,,,,,,,,,,,,,,,,,,
Rashad Coulter,Chase Sherman,0,Heavyweight,0,KO/TKO,2,3:36,3_Rnd_(5-5-5),Jacob_Montalvo,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Rashad Coulter,0.0,15 of 44,34%,15 of 44,---,0.0,0.0,0:00,Rashad Coulter,15 of 44,34%,13 of 42,1 of 1,1 of 1,15 of 43,0 of 1,0 of 0
James Vick,Marco Polo Reyes,1,Lightweight,0,KO/TKO,1,2:39,3_Rnd_(5-5-5),Don_Turnage,"Date:May 13, 2017","Location:Dallas, Texas, USA",James Vick,1.0,20 of 52,38%,20 of 52,---,0.0,0.0,0:04,James Vick,20 of 52,38%,14 of 44,5 of 7,1 of 1,13 of 43,1 of 1,6 of 8,,,,,,,,,,,,,,,,,,
Marco Polo Reyes,James Vick,0,Lightweight,0,KO/TKO,1,2:39,3_Rnd_(5-5-5),Don_Turnage,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Marco Polo Reyes,0.0,16 of 42,38%,16 of 42,---,0.0,0.0,0:00,Marco Polo Reyes,16 of 42,38%,3 of 23,6 of 9,7 of 10,12 of 38,4 of 4,0 of 0
Jessica Aguilar,Cortney Casey,0,Women's Strawweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Kerry_Hatley,"Date:May 13, 2017","Location:Dallas, Texas, USA",Jessica Aguilar,0.0,21 of 39,53%,33 of 53,100%,0.0,0.0,2:36,Jessica Aguilar,21 of 39,53%,10 of 26,3 of 4,8 of 9,8 of 16,2 of 3,11 of 20,,,,,,,,,,,,,,,,,,
Cortney Casey,Jessica Aguilar,1,Women's Strawweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Kerry_Hatley,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Cortney Casey,0.0,35 of 92,38%,62 of 123,---,0.0,0.0,0:07,Cortney Casey,35 of 92,38%,25 of 82,2 of 2,8 of 8,18 of 69,9 of 13,8 of 10
Gabriel Benitez,Enrique Barzola,0,Featherweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Kerry_Hatley,"Date:May 13, 2017","Location:Dallas, Texas, USA",Gabriel Benitez,0.0,19 of 52,36%,19 of 52,---,0.0,0.0,0:00,Gabriel Benitez,19 of 52,36%,9 of 40,6 of 8,4 of 4,19 of 51,0 of 1,0 of 0,,,,,,,,,,,,,,,,,,
Enrique Barzola,Gabriel Benitez,1,Featherweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Kerry_Hatley,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Enrique Barzola,0.0,11 of 47,23%,22 of 62,75%,0.0,0.0,1:04,Enrique Barzola,11 of 47,23%,5 of 37,2 of 5,4 of 5,11 of 45,0 of 0,0 of 2
Joachim Christensen,Gadzhimurad Antigulov,0,Light Heavyweight,0,Submission,1,2:21,3_Rnd_(5-5-5),Don_Turnage,"Date:May 13, 2017","Location:Dallas, Texas, USA",Joachim Christensen,0.0,1 of 3,33%,1 of 3,---,0.0,0.0,0:00,Joachim Christensen,1 of 3,33%,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Gadzhimurad Antigulov,Joachim Christensen,1,Light Heavyweight,0,Submission,1,2:21,3_Rnd_(5-5-5),Don_Turnage,"Date:May 13, 2017","Location:Dallas, Texas, USA",,,,,,,,,,,,,,,,,,,Gadzhimurad Antigulov,0.0,2 of 4,50%,7 of 12,100%,1.0,0.0,1:59,Gadzhimurad Antigulov,2 of 4,50%,1 of 3,0 of 0,1 of 1,1 of 3,0 of 0,1 of 1
Cub Swanson,Artem Lobov,1,Featherweight,0,Decision - Unanimous,5,5:00,5_Rnd_(5-5-5-5-5),Herb_Dean,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Cub Swanson,0.0,23 of 40,57%,25 of 42,0%,0.0,0.0,0:00,Cub Swanson,23 of 40,57%,9 of 21,6 of 9,8 of 10,22 of 39,1 of 1,0 of 0,,,,,,,,,,,,,,,,,,
Artem Lobov,Cub Swanson,0,Featherweight,0,Decision - Unanimous,5,5:00,5_Rnd_(5-5-5-5-5),Herb_Dean,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Artem Lobov,0.0,29 of 52,55%,33 of 57,100%,0.0,0.0,0:42,Artem Lobov,29 of 52,55%,12 of 31,5 of 7,12 of 14,28 of 51,0 of 0,1 of 1
Al Iaquinta,Diego Sanchez,1,Lightweight,0,KO/TKO,1,1:38,3_Rnd_(5-5-5),John_McCarthy,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Al Iaquinta,2.0,12 of 19,63%,12 of 19,---,0.0,0.0,0:05,Al Iaquinta,12 of 19,63%,9 of 15,1 of 2,2 of 2,8 of 15,2 of 2,2 of 2,,,,,,,,,,,,,,,,,,
Diego Sanchez,Al Iaquinta,0,Lightweight,0,KO/TKO,1,1:38,3_Rnd_(5-5-5),John_McCarthy,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Diego Sanchez,0.0,4 of 15,26%,4 of 15,---,0.0,0.0,0:00,Diego Sanchez,4 of 15,26%,2 of 13,2 of 2,0 of 0,4 of 14,0 of 1,0 of 0
Ovince Saint Preux,Marcos Rogerio de Lima,1,Light Heavyweight,0,Submission,2,2:11,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Ovince Saint Preux,0.0,11 of 27,40%,11 of 27,0%,0.0,0.0,0:00,Ovince Saint Preux,11 of 27,40%,6 of 19,3 of 5,2 of 3,10 of 26,1 of 1,0 of 0,,,,,,,,,,,,,,,,,,
Marcos Rogerio de Lima,Ovince Saint Preux,0,Light Heavyweight,0,Submission,2,2:11,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Marcos Rogerio de Lima,0.0,15 of 43,34%,15 of 43,---,0.0,0.0,0:00,Marcos Rogerio de Lima,15 of 43,34%,3 of 12,4 of 14,8 of 17,15 of 43,0 of 0,0 of 0
John Dodson,Eddie Wineland,1,Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Herb_Dean,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",John Dodson,0.0,15 of 32,46%,15 of 32,0%,0.0,0.0,0:00,John Dodson,15 of 32,46%,4 of 21,8 of 8,3 of 3,15 of 32,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Eddie Wineland,John Dodson,0,Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Herb_Dean,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Eddie Wineland,0.0,4 of 39,10%,4 of 39,---,0.0,0.0,0:00,Eddie Wineland,4 of 39,10%,2 of 36,2 of 3,0 of 0,4 of 39,0 of 0,0 of 0
Joe Lauzon,Stevie Ray,0,Lightweight,0,Decision - Majority,3,5:00,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Joe Lauzon,0.0,19 of 21,90%,30 of 33,100%,1.0,0.0,4:27,Joe Lauzon,19 of 21,90%,19 of 21,0 of 0,0 of 0,0 of 0,1 of 1,18 of 20,,,,,,,,,,,,,,,,,,
Stevie Ray,Joe Lauzon,1,Lightweight,0,Decision - Majority,3,5:00,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Stevie Ray,0.0,4 of 5,80%,9 of 11,---,0.0,0.0,0:03,Stevie Ray,4 of 5,80%,1 of 2,2 of 2,1 of 1,3 of 4,1 of 1,0 of 0
Jake Ellenberger,Mike Perry,0,Welterweight,0,KO/TKO,2,1:05,3_Rnd_(5-5-5),Josh_Ward,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Jake Ellenberger,0.0,12 of 30,40%,15 of 33,25%,0.0,0.0,0:28,Jake Ellenberger,12 of 30,40%,10 of 26,2 of 4,0 of 0,10 of 28,2 of 2,0 of 0,,,,,,,,,,,,,,,,,,
Mike Perry,Jake Ellenberger,1,Welterweight,0,KO/TKO,2,1:05,3_Rnd_(5-5-5),Josh_Ward,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Mike Perry,0.0,22 of 47,46%,24 of 49,---,0.0,0.0,0:00,Mike Perry,22 of 47,46%,8 of 28,4 of 8,10 of 11,21 of 46,1 of 1,0 of 0
Thales Leites,Sam Alvey,1,Middleweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Thales Leites,0.0,14 of 25,56%,14 of 25,0%,0.0,0.0,0:00,Thales Leites,14 of 25,56%,2 of 12,2 of 3,10 of 10,14 of 25,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Sam Alvey,Thales Leites,0,Middleweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Sam Alvey,0.0,8 of 32,25%,8 of 32,---,0.0,0.0,0:00,Sam Alvey,8 of 32,25%,7 of 31,1 of 1,0 of 0,7 of 30,1 of 2,0 of 0
Dustin Ortiz,Brandon Moreno,0,Flyweight,0,Submission,2,4:06,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Dustin Ortiz,0.0,6 of 16,37%,21 of 32,33%,0.0,1.0,4:03,Dustin Ortiz,6 of 16,37%,0 of 8,1 of 2,5 of 6,1 of 8,4 of 7,1 of 1,,,,,,,,,,,,,,,,,,
Brandon Moreno,Dustin Ortiz,1,Flyweight,0,Submission,2,4:06,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Brandon Moreno,0.0,7 of 15,46%,13 of 22,---,1.0,1.0,0:20,Brandon Moreno,7 of 15,46%,6 of 13,1 of 1,0 of 1,3 of 10,2 of 3,2 of 2
Scott Holtzman,Michael McBride,1,Lightweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Herb_Dean,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Scott Holtzman,1.0,27 of 48,56%,27 of 48,0%,0.0,1.0,1:31,Scott Holtzman,27 of 48,56%,19 of 33,3 of 8,5 of 7,23 of 39,2 of 3,2 of 6,,,,,,,,,,,,,,,,,,
Michael McBride,Scott Holtzman,0,Lightweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Herb_Dean,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Michael McBride,0.0,34 of 68,50%,50 of 84,100%,1.0,1.0,0:34,Michael McBride,34 of 68,50%,17 of 44,9 of 15,8 of 9,30 of 59,2 of 4,2 of 5
Jessica Penne,Danielle Taylor,0,Women's Strawweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Jessica Penne,0.0,19 of 54,35%,19 of 54,---,0.0,0.0,0:00,Jessica Penne,19 of 54,35%,10 of 41,9 of 13,0 of 0,18 of 52,1 of 2,0 of 0,,,,,,,,,,,,,,,,,,
Danielle Taylor,Jessica Penne,1,Women's Strawweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),John_McCarthy,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Danielle Taylor,0.0,22 of 60,36%,23 of 61,---,0.0,0.0,0:00,Danielle Taylor,22 of 60,36%,14 of 50,2 of 2,6 of 8,21 of 59,1 of 1,0 of 0
Alexis Davis,Cindy Dandois,1,Women's Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Herb_Dean,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Alexis Davis,0.0,7 of 12,58%,26 of 34,---,0.0,1.0,1:25,Alexis Davis,7 of 12,58%,6 of 11,1 of 1,0 of 0,2 of 4,0 of 0,5 of 8,,,,,,,,,,,,,,,,,,
Cindy Dandois,Alexis Davis,0,Women's Bantamweight,0,Decision - Unanimous,3,5:00,3_Rnd_(5-5-5),Herb_Dean,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Cindy Dandois,0.0,7 of 13,53%,27 of 42,100%,0.0,0.0,2:31,Cindy Dandois,7 of 13,53%,7 of 12,0 of 0,0 of 1,1 of 6,0 of 0,6 of 7
Bryan Barberena,Joe Proctor,1,Welterweight,0,KO/TKO,1,3:30,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Bryan Barberena,1.0,28 of 45,62%,28 of 45,---,0.0,0.0,0:07,Bryan Barberena,28 of 45,62%,22 of 36,1 of 1,5 of 8,16 of 29,6 of 9,6 of 7,,,,,,,,,,,,,,,,,,
Joe Proctor,Bryan Barberena,0,Welterweight,0,KO/TKO,1,3:30,3_Rnd_(5-5-5),Dan_Miragliotta,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Joe Proctor,0.0,8 of 23,34%,8 of 23,---,0.0,0.0,0:00,Joe Proctor,8 of 23,34%,4 of 16,2 of 5,2 of 2,8 of 23,0 of 0,0 of 0
Hector Sandoval,Matt Schnell,1,Flyweight,0,KO/TKO,1,4:24,3_Rnd_(5-5-5),Josh_Ward,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",Hector Sandoval,0.0,32 of 50,64%,52 of 70,37%,0.0,0.0,0:58,Hector Sandoval,32 of 50,64%,22 of 37,6 of 7,4 of 6,5 of 13,17 of 25,10 of 12,,,,,,,,,,,,,,,,,,
Matt Schnell,Hector Sandoval,0,Flyweight,0,KO/TKO,1,4:24,3_Rnd_(5-5-5),Josh_Ward,"Date:April 22, 2017","Location:Nashville, Tennessee, USA",,,,,,,,,,,,,,,,,,,Matt Schnell,0.0,16 of 40,40%,27 of 52,100%,1.0,0.0,0:06,Matt Schnell,16 of 40,40%,8 of 29,4 of 6,4 of 5,6 of 24,10 of 15,0 of 1
Demetrious Johnson,Wilson Reis,1,Flyweight,1,Submission,3,4:49,5_Rnd_(5-5-5-5-5),Dan_Miragliotta,"Date:April 15, 2017","Location:Kansas City, Missouri, USA",Demetrious Johnson,0.0,25 of 56,44%,25 of 56,---,0.0,0.0,0:01,Demetrious Johnson,25 of 56,44%,14 of 43,4 of 6,7 of 7,22 of 48,3 of 8,0 of 0,,,,,,,,,,,,,,,,,,
Wilson Reis,Demetrious Johnson,0,Flyweight,1,Submission,3,4:49,5_Rnd_(5-5-5-5-5),Dan_Miragliotta,"Date:April 15, 2017","Location:Kansas City, Missouri, USA",,,,,,,,,,,,,,,,,,,Wilson Reis,0.0,4 of 55,7%,5 of 56,0%,0.0,0.0,0:01,Wilson Reis,4 of 55,7%,1 of 46,0 of 5,3 of 4,4 of 54,0 of 1,0 of 0
Rose Namajunas,Michelle Waterson-Gomez,1,Women's Strawweight,0,Submission,2,2:47,3_Rnd_(5-5-5),Keith_Peterson,"Date:April 15, 2017","Location:Kansas City, Missouri, USA",Rose Namajunas,0.0,14 of 25,56%,18 of 33,100%,0.0,1.0,2:57,Rose Namajunas,14 of 25,56%,11 of 20,3 of 3,0 of 2,4 of 14,4 of 4,6 of 7,,,,,,,,,,,,,,,,,,
Michelle Waterson-Gomez,Rose Namajunas,0,Women's Strawweight,0,Submission,2,2:47,3_Rnd_(5-5-5),Keith_Peterson,"Date:April 15, 2017","Location:Kansas City, Missouri, USA",,,,,,,,,,,,,,,,,,,Michelle Waterson-Gomez,0.0,14 of 20,70%,22 of 29,100%,0.0,0.0,0:50,Michelle Waterson-Gomez,14 of 20,70%,4 of 8,2 of 3,8 of 9,11 of 17,2 of 2,1 of 1
Jacare Souza,Robert Whittaker,0,Middleweight,0,KO/TKO,2,3:28,3_Rnd_(5-5-5),Mario_Yamasaki,"Date:April 15, 2017","Location:Kansas City, Missouri, USA",Jacare Souza,0.0,5 of 24,20%,8 of 27,50%,0.0,0.0,0:48,Jacare Souza,5 of 24,20%,4 of 21,1 of 3,0 of 0,2 of 20,3 of 4,0 of 0,,,,,,,,,,,,,,,,,,
Robert Whittaker,Jacare Souza,1,Middleweight,0,KO/TKO,2,3:28,3_Rnd_(5-5-5),Mario_Yamasaki,"Date:April 15, 2017","Location:Kansas City, Missouri, USA",,,,,,,,,,,,,,,,,,,Robert Whittaker,0.0,18 of 39,46%,19 of 40,---,0.0,0.0,0:04,Robert Whittaker,18 of 39,46%,15 of 34,3 of 5,0 of 0,17 of 38,1 of 1,0 of 0
Jeremy Stephens,Renato Moicano,0,Featherweight,0,Decision - Split,3,5:00,3_Rnd_(5-5-5),Mike_England,"Date:April 15, 2017","Location:Kansas City, Missouri, USA",Jeremy Stephens,0.0,10 of 41,24%,21 of 52,---,0.0,0.0,0:00,Jeremy Stephens,10 of 41,24%,3 of 31,1 of 1,6 of 9,10 of 41,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,
Renato Moicano,Jeremy Stephens,1,Featherweight,0,Decision - Split,3,5:00,3_Rnd_(5-5-5),Mike_England,"Date:April 15, 2017","Location:Kansas City, Missouri, USA",,,,,,,,,,,,,,,,,,,Renato Moicano,0.0,23 of 37,62%,26 of 41,100%,0.0,0.0,1:30,Renato Moicano,23 of 37,62%,4 of 11,1 of 3,18 of 23,20 of 34,0 of 0,3 of 3
